Region,Period,Month,CPI
West,1998,May,164.3
West,1998,April,163.6
West,1998,March,163.3
West,1998,February,163.2
West,1998,January,163
West,1997,December,162.8
West,1997,November,162.8
West,1997,October,162.8
West,1997,September,162.1
West,1997,August,161.5
West,1997,July,161.1
West,1997,June,161
West,1997,May,161.1
West,1997,April,161.1
West,1997,March,160.8
West,1997,February,160.1
West,1997,January,159.6
West,1996,December,158.7
West,1996,November,159.2
West,1996,October,159.1
West,1996,September,158.6
West,1996,August,158
West,1996,July,157.9
West,1996,June,157.5
West,1996,May,157.6
West,1996,April,157.1
West,1996,March,156.4
West,1996,February,155.8
West,1996,January,155.3
West,1995,December,154.3
West,1995,November,154.4
West,1995,October,154.6
West,1995,September,154.1
West,1995,August,153.7
West,1995,July,153.5
West,1995,June,153.6
West,1995,May,153.5
West,1995,April,153.2
West,1995,March,152.8
West,1995,February,152.4
West,1995,January,152
West,1994,December,151.2
West,1994,November,151.1
West,1994,October,151
West,1994,September,150.6
West,1994,August,150.1
West,1994,July,149.5
West,1994,June,148.9
West,1994,May,148.8
West,1994,April,148.9
West,1994,March,149
West,1994,February,148.3
West,1994,January,148.1
U.S. city average,1993,December,145.8
U.S. city average,1993,November,145.8
U.S. city average,1993,October,145.7
U.S. city average,1993,September,145.1
U.S. city average,1993,August,144.8
U.S. city average,1993,July,144.4
U.S. city average,1993,June,144.4
U.S. city average,1993,May,144.2
U.S. city average,1993,April,144
U.S. city average,1993,March,143.6
U.S. city average,1993,February,143.1
U.S. city average,1993,January,142.6
U.S. city average,1992,December,141.9
U.S. city average,1992,November,142
U.S. city average,1992,October,141.8
U.S. city average,1992,September,141.3
U.S. city average,1992,August,140.9
U.S. city average,1992,July,140.5
U.S. city average,1992,June,140.2
U.S. city average,1992,May,139.7
U.S. city average,1992,April,139.5
U.S. city average,1992,March,139.3
U.S. city average,1992,February,138.6
U.S. city average,1992,January,138.1
U.S. city average,1991,December,137.9
U.S. city average,1991,November,137.8
U.S. city average,1991,October,137.4
U.S. city average,1991,September,137.2
U.S. city average,1991,August,136.6
U.S. city average,1991,July,136.2
U.S. city average,1991,June,136
U.S. city average,1991,May,135.6
U.S. city average,1991,April,135.2
U.S. city average,1991,March,135
U.S. city average,1991,February,134.8
U.S. city average,1991,January,134.6
U.S. city average,1990,December,133.8
U.S. city average,1990,November,133.8
U.S. city average,1990,October,133.5
U.S. city average,1990,September,132.7
U.S. city average,1990,August,131.6
U.S. city average,1990,July,130.4
U.S. city average,1990,June,129.9
U.S. city average,1990,May,129.2
U.S. city average,1990,April,128.9
U.S. city average,1990,March,128.7
U.S. city average,1990,February,128
U.S. city average,1990,January,127.4
U.S. city average,1989,December,126.1
U.S. city average,1989,November,125.9
U.S. city average,1989,October,125.6
U.S. city average,1989,September,125
U.S. city average,1989,August,124.6
U.S. city average,1989,July,124.4
U.S. city average,1989,June,124.1
U.S. city average,1989,May,123.8
U.S. city average,1989,April,123.1
U.S. city average,1989,March,122.3
U.S. city average,1989,February,121.6
U.S. city average,1989,January,121.1
U.S. city average,1988,December,120.5
U.S. city average,1988,November,120.3
U.S. city average,1988,October,120.2
U.S. city average,1988,September,119.8
U.S. city average,1988,August,119
U.S. city average,1988,July,118.5
U.S. city average,1988,June,118
U.S. city average,1988,May,117.5
U.S. city average,1988,April,117.1
U.S. city average,1988,March,116.5
U.S. city average,1988,February,116
U.S. city average,1988,January,115.7
U.S. city average,1987,December,115.4
U.S. city average,1987,November,115.4
U.S. city average,1987,October,115.3
U.S. city average,1987,September,115
U.S. city average,1987,August,114.4
U.S. city average,1987,July,113.8
U.S. city average,1987,June,113.5
U.S. city average,1987,May,113.1
U.S. city average,1987,April,112.7
U.S. city average,1987,March,112.1
U.S. city average,1987,February,111.6
U.S. city average,1987,January,111.2
U.S. city average,1986,December,110.5
U.S. city average,1986,November,110.4
U.S. city average,1986,October,110.3
U.S. city average,1986,September,110.2
U.S. city average,1986,August,109.7
U.S. city average,1986,July,109.5
U.S. city average,1986,June,109.5
U.S. city average,1986,May,108.9
U.S. city average,1986,April,108.6
U.S. city average,1986,March,108.8
U.S. city average,1986,February,109.3
U.S. city average,1986,January,109.6
U.S. city average,1985,December,109.3
U.S. city average,1985,November,109
U.S. city average,1985,October,108.7
U.S. city average,1985,September,108.3
U.S. city average,1985,August,108
U.S. city average,1985,July,107.8
U.S. city average,1985,June,107.6
U.S. city average,1985,May,107.3
U.S. city average,1985,April,106.9
U.S. city average,1985,March,106.4
U.S. city average,1985,February,106
U.S. city average,1985,January,105.5
U.S. city average,1984,December,105.3
U.S. city average,1984,November,105.3
U.S. city average,1984,October,105.3
U.S. city average,1984,September,105
U.S. city average,1984,August,104.5
U.S. city average,1984,July,104.1
U.S. city average,1984,June,103.7
U.S. city average,1984,May,103.4
U.S. city average,1984,April,103.1
U.S. city average,1984,March,102.6
U.S. city average,1984,February,102.4
U.S. city average,1984,January,101.9
Northeast,1993,December,152.7
Northeast,1993,November,152.7
Northeast,1993,October,152.5
Northeast,1993,September,151.8
Northeast,1993,August,151.7
Northeast,1993,July,151.4
Northeast,1993,June,151.2
Northeast,1993,May,150.8
Northeast,1993,April,151.1
Northeast,1993,March,150.9
Northeast,1993,February,150.4
Northeast,1993,January,149.7
Northeast,1992,December,148.9
Northeast,1992,November,149
Northeast,1992,October,148.9
Northeast,1992,September,148.5
Northeast,1992,August,148.2
Northeast,1992,July,147.5
Northeast,1992,June,147
Northeast,1992,May,146.3
Northeast,1992,April,146.3
Northeast,1992,March,146.2
Northeast,1992,February,145.3
Northeast,1992,January,144.9
Northeast,1991,December,144.6
Northeast,1991,November,144.3
Northeast,1991,October,143.7
Northeast,1991,September,143.6
Northeast,1991,August,142.9
Northeast,1991,July,142.4
Northeast,1991,June,142.1
Northeast,1991,May,141.7
Northeast,1991,April,141.6
Northeast,1991,March,141.4
Northeast,1991,February,141.2
Northeast,1991,January,140.9
Northeast,1990,December,139.7
Northeast,1990,November,139.7
Northeast,1990,October,139.4
Northeast,1990,September,138.6
Northeast,1990,August,137.4
Northeast,1990,July,136
Northeast,1990,June,134.9
Northeast,1990,May,134.7
Northeast,1990,April,134.5
Northeast,1990,March,134.1
Northeast,1990,February,133.1
Northeast,1990,January,132.9
Northeast,1989,December,131.3
Northeast,1989,November,131.1
Northeast,1989,October,130.6
Northeast,1989,September,130
Northeast,1989,August,129.1
Northeast,1989,July,129
Northeast,1989,June,128.5
Northeast,1989,May,128.3
Northeast,1989,April,127.4
Northeast,1989,March,126.7
Northeast,1989,February,125.8
Northeast,1989,January,125.4
Northeast,1988,December,124.5
Northeast,1988,November,124.4
Northeast,1988,October,124.1
Northeast,1988,September,123.9
Northeast,1988,August,122.5
Northeast,1988,July,121.8
Northeast,1988,June,121.4
Northeast,1988,May,120.7
Northeast,1988,April,120.4
Northeast,1988,March,119.6
Northeast,1988,February,119.2
Northeast,1988,January,118.9
Northeast,1987,December,118.3
Northeast,1987,November,118.3
Northeast,1987,October,118.1
Northeast,1987,September,117.5
Northeast,1987,August,116.9
Northeast,1987,July,116
Northeast,1987,June,115.8
Northeast,1987,May,115.4
Northeast,1987,April,115
Northeast,1987,March,114.2
Northeast,1987,February,113.6
Northeast,1987,January,113.3
Northeast,1986,December,112.5
Northeast,1986,October,112
Northeast,1986,August,111.1
Northeast,1986,June,110.6
Northeast,1986,April,110.3
Northeast,1986,February,110.8
Northeast,1985,December,110.7
Northeast,1985,October,109.5
Northeast,1985,August,108.6
Northeast,1985,June,108.2
Northeast,1985,April,107.8
Northeast,1985,February,106.8
Northeast,1984,December,106
Northeast,1984,October,105.7
Northeast,1984,August,105
Northeast,1984,June,104.1
Northeast,1984,April,103.8
Northeast,1984,February,103.1
Midwest,1993,December,141.2
Midwest,1993,November,141.4
Midwest,1993,October,141.5
Midwest,1993,September,140.9
Midwest,1993,August,140.4
Midwest,1993,July,140
Midwest,1993,June,140
Midwest,1993,May,139.8
Midwest,1993,April,139.4
Midwest,1993,March,139
Midwest,1993,February,138.6
Midwest,1993,January,138.1
Midwest,1992,December,137.7
Midwest,1992,November,137.6
Midwest,1992,October,137.4
Midwest,1992,September,137.2
Midwest,1992,August,136.7
Midwest,1992,July,136.3
Midwest,1992,June,136
Midwest,1992,May,135.5
Midwest,1992,April,135.1
Midwest,1992,March,134.8
Midwest,1992,February,134.3
Midwest,1992,January,134.1
Midwest,1991,December,134.1
Midwest,1991,November,134
Midwest,1991,October,133.6
Midwest,1991,September,133.4
Midwest,1991,August,132.8
Midwest,1991,July,132.4
Midwest,1991,June,132.6
Midwest,1991,May,132.3
Midwest,1991,April,131.5
Midwest,1991,March,131.3
Midwest,1991,February,130.8
Midwest,1991,January,130.5
Midwest,1990,December,130.2
Midwest,1990,November,130.4
Midwest,1990,October,130
Midwest,1990,September,129.4
Midwest,1990,August,128.4
Midwest,1990,July,126.9
Midwest,1990,June,126.9
Midwest,1990,May,126
Midwest,1990,April,125.8
Midwest,1990,March,125.5
Midwest,1990,February,124.9
Midwest,1990,January,124.5
Midwest,1989,December,123.2
Midwest,1989,November,123.2
Midwest,1989,October,123
Midwest,1989,September,122.5
Midwest,1989,August,122
Midwest,1989,July,122
Midwest,1989,June,121.8
Midwest,1989,May,121.3
Midwest,1989,April,120.8
Midwest,1989,March,119.8
Midwest,1989,February,119.3
Midwest,1989,January,118.7
Midwest,1988,December,118.2
Midwest,1988,November,118.1
Midwest,1988,October,118.1
Midwest,1988,September,117.7
Midwest,1988,August,117.2
Midwest,1988,July,116.6
Midwest,1988,June,116
Midwest,1988,May,115.5
Midwest,1988,April,114.9
Midwest,1988,March,114.3
Midwest,1988,February,113.7
Midwest,1988,January,113.4
Midwest,1987,December,113.3
Midwest,1987,November,113.5
Midwest,1987,October,113.5
Midwest,1987,September,113.6
Midwest,1987,August,113.1
Midwest,1987,July,112.3
Midwest,1987,June,112.1
Midwest,1987,May,111.1
Midwest,1987,April,110.9
Midwest,1987,March,110.3
Midwest,1987,February,109.7
Midwest,1987,January,109.6
Midwest,1986,December,108.8
Midwest,1986,October,108.5
Midwest,1986,August,108.3
Midwest,1986,June,108.2
Midwest,1986,April,106.9
Midwest,1986,February,107.8
Midwest,1985,December,108.2
Midwest,1985,October,107.5
Midwest,1985,August,107.1
Midwest,1985,June,107.1
Midwest,1985,April,106.2
Midwest,1985,February,105.2
Midwest,1984,December,104.7
Midwest,1984,October,104.9
Midwest,1984,August,104.3
Midwest,1984,June,103.6
Midwest,1984,April,102.8
Midwest,1984,February,102.1
South,1993,December,142.2
South,1993,November,142.3
South,1993,October,142.2
South,1993,September,141.6
South,1993,August,141.5
South,1993,July,140.9
South,1993,June,140.8
South,1993,May,140.7
South,1993,April,140.2
South,1993,March,139.7
South,1993,February,139.1
South,1993,January,138.4
South,1992,December,137.9
South,1992,November,138.1
South,1992,October,137.8
South,1992,September,137.3
South,1992,August,137
South,1992,July,136.8
South,1992,June,136.7
South,1992,May,136.2
South,1992,April,135.9
South,1992,March,135.5
South,1992,February,134.9
South,1992,January,134.4
South,1991,December,134.3
South,1991,November,134.4
South,1991,October,134.1
South,1991,September,133.8
South,1991,August,133.3
South,1991,July,133
South,1991,June,132.8
South,1991,May,132.5
South,1991,April,132.1
South,1991,March,131.9
South,1991,February,131.7
South,1991,January,131.4
South,1990,December,130.9
South,1990,November,130.9
South,1990,October,130.7
South,1990,September,129.7
South,1990,August,128.7
South,1990,July,127.8
South,1990,June,127.3
South,1990,May,126.5
South,1990,April,126.1
South,1990,March,126
South,1990,February,125.4
South,1990,January,124.6
South,1989,December,123.4
South,1989,November,123.2
South,1989,October,123
South,1989,September,122.5
South,1989,August,122.1
South,1989,July,122
South,1989,June,121.7
South,1989,May,121.3
South,1989,April,120.8
South,1989,March,119.8
South,1989,February,119.2
South,1989,January,118.9
South,1988,December,118.5
South,1988,November,118.3
South,1988,October,118.2
South,1988,September,117.7
South,1988,August,117
South,1988,July,116.6
South,1988,June,116.1
South,1988,May,115.6
South,1988,April,115.4
South,1988,March,114.8
South,1988,February,114.4
South,1988,January,114.1
South,1987,December,114
South,1987,November,114.1
South,1987,October,113.8
South,1987,September,113.5
South,1987,August,112.9
South,1987,July,112.6
South,1987,June,112.2
South,1987,May,111.8
South,1987,April,111.5
South,1987,March,111.1
South,1987,February,110.7
South,1987,January,110.2
South,1986,December,109.7
South,1986,October,109.4
South,1986,August,108.7
South,1986,June,108.7
South,1986,April,107.9
South,1986,February,108.9
South,1985,December,108.7
South,1985,October,108.3
South,1985,August,107.6
South,1985,June,107.1
South,1985,April,106.4
South,1985,February,105.7
South,1984,December,105.3
South,1984,October,105.1
South,1984,August,104.3
South,1984,June,103.6
South,1984,April,103.1
South,1984,February,102.4
West,1993,December,147.8
West,1993,November,147.5
West,1993,October,147.1
West,1993,September,146.6
West,1993,August,146.2
West,1993,July,146
West,1993,June,146
West,1993,May,146
West,1993,April,145.7
West,1993,March,145.2
West,1993,February,145.2
West,1993,January,144.7
West,1992,December,143.9
West,1992,November,143.9
West,1992,October,143.7
West,1992,September,142.9
West,1992,August,142.3
West,1992,July,141.9
West,1992,June,141.6
West,1992,May,141.4
West,1992,April,141.3
West,1992,March,141.1
West,1992,February,140.5
West,1992,January,139.8
West,1991,December,139
West,1991,November,139
West,1991,October,138.6
West,1991,September,138.6
West,1991,August,137.9
West,1991,July,137.3
West,1991,June,136.8
West,1991,May,136.3
West,1991,April,136.2
West,1991,March,135.8
West,1991,February,135.9
West,1991,January,136
West,1990,December,135
West,1990,November,134.5
West,1990,October,134.3
West,1990,September,133.5
West,1990,August,132.2
West,1990,July,131.3
West,1990,June,130.8
West,1990,May,130
West,1990,April,129.6
West,1990,March,129.6
West,1990,February,128.8
West,1990,January,127.8
West,1989,December,126.8
West,1989,November,126.3
West,1989,October,126.1
West,1989,September,125.6
West,1989,August,125.3
West,1989,July,125.1
West,1989,June,124.6
West,1989,May,124.5
West,1989,April,123.8
West,1989,March,123.1
West,1989,February,122.3
West,1989,January,121.7
West,1988,December,120.9
West,1988,November,120.7
West,1988,October,120.7
West,1988,September,120.2
West,1988,August,119.6
West,1988,July,119.2
West,1988,June,118.7
West,1988,May,118.5
West,1988,April,117.9
West,1988,March,117.5
West,1988,February,116.9
West,1988,January,116.7
West,1987,December,116.2
West,1987,November,116
West,1987,October,115.9
West,1987,September,115.5
West,1987,August,114.8
West,1987,July,114.3
West,1987,June,114.2
West,1987,May,114.1
West,1987,April,113.7
West,1987,March,113
West,1987,February,112.6
West,1987,January,111.7
West,1986,December,111.1
West,1986,October,111.6
West,1986,August,110.7
West,1986,June,110.6
West,1986,April,109.4
West,1986,February,109.8
West,1985,December,109.6
West,1985,October,109.4
West,1985,August,108.8
West,1985,June,108
West,1985,April,107
West,1985,February,106
West,1984,December,105.3
West,1984,October,105.3
West,1984,August,104.2
West,1984,June,103.6
West,1984,April,102.6
West,1984,February,101.6
U.S. city average,1983,December,101.3
U.S. city average,1983,November,101.2
U.S. city average,1983,October,101
U.S. city average,1983,September,100.7
U.S. city average,1983,August,100.2
U.S. city average,1983,July,99.9
U.S. city average,1983,June,99.5
U.S. city average,1983,May,99.2
U.S. city average,1983,April,98.6
U.S. city average,1983,March,97.9
U.S. city average,1983,February,97.9
U.S. city average,1983,January,97.8
U.S. city average,1982,December,97.6
U.S. city average,1982,November,98
U.S. city average,1982,October,98.2
U.S. city average,1982,September,97.9
U.S. city average,1982,August,97.7
U.S. city average,1982,July,97.5
U.S. city average,1982,June,97
U.S. city average,1982,May,95.8
U.S. city average,1982,April,94.9
U.S. city average,1982,March,94.5
U.S. city average,1982,February,94.6
U.S. city average,1982,January,94.3
U.S. city average,1981,December,94
U.S. city average,1981,November,93.7
U.S. city average,1981,October,93.4
U.S. city average,1981,September,93.2
U.S. city average,1981,August,92.3
U.S. city average,1981,July,91.6
U.S. city average,1981,June,90.6
U.S. city average,1981,May,89.8
U.S. city average,1981,April,89.1
U.S. city average,1981,March,88.5
U.S. city average,1981,February,87.9
U.S. city average,1981,January,87
U.S. city average,1980,December,86.3
U.S. city average,1980,November,85.5
U.S. city average,1980,October,84.8
U.S. city average,1980,September,84
U.S. city average,1980,August,83.3
U.S. city average,1980,July,82.7
U.S. city average,1980,June,82.7
U.S. city average,1980,May,81.8
U.S. city average,1980,April,81
U.S. city average,1980,March,80.1
U.S. city average,1980,February,78.9
U.S. city average,1980,January,77.8
U.S. city average,1979,December,76.7
U.S. city average,1979,November,75.9
U.S. city average,1979,October,75.2
U.S. city average,1979,September,74.6
U.S. city average,1979,August,73.8
U.S. city average,1979,July,73.1
U.S. city average,1979,June,72.3
U.S. city average,1979,May,71.5
U.S. city average,1979,April,70.6
U.S. city average,1979,March,69.8
U.S. city average,1979,February,69.1
U.S. city average,1979,January,68.3
U.S. city average,1978,December,67.7
U.S. city average,1978,November,67.4
U.S. city average,1978,October,67.1
U.S. city average,1978,September,66.5
U.S. city average,1978,August,66
U.S. city average,1978,July,65.7
U.S. city average,1978,June,65.2
U.S. city average,1978,May,64.5
U.S. city average,1978,April,63.9
U.S. city average,1978,March,63.4
U.S. city average,1978,February,62.9
U.S. city average,1978,January,62.5
U.S. city average,1977,December,62.1
U.S. city average,1977,November,61.9
U.S. city average,1977,October,61.6
U.S. city average,1977,September,61.4
U.S. city average,1977,August,61.2
U.S. city average,1977,July,61
U.S. city average,1977,June,60.7
U.S. city average,1977,May,60.3
U.S. city average,1977,April,60
U.S. city average,1977,March,59.5
U.S. city average,1977,February,59.1
U.S. city average,1977,January,58.5
U.S. city average,1976,December,58.2
U.S. city average,1976,November,58
U.S. city average,1976,October,57.9
U.S. city average,1976,September,57.6
U.S. city average,1976,August,57.4
U.S. city average,1976,July,57.1
U.S. city average,1976,June,56.8
U.S. city average,1976,May,56.5
U.S. city average,1976,April,56.1
U.S. city average,1976,March,55.9
U.S. city average,1976,February,55.8
U.S. city average,1976,January,55.6
U.S. city average,1975,December,55.5
U.S. city average,1975,November,55.3
U.S. city average,1975,October,54.9
U.S. city average,1975,September,54.6
U.S. city average,1975,August,54.3
U.S. city average,1975,July,54.2
U.S. city average,1975,June,53.6
U.S. city average,1975,May,53.2
U.S. city average,1975,April,52.9
U.S. city average,1975,March,52.7
U.S. city average,1975,February,52.5
U.S. city average,1975,January,52.1
U.S. city average,1974,December,51.9
U.S. city average,1974,November,51.5
U.S. city average,1974,October,51.1
U.S. city average,1974,September,50.6
U.S. city average,1974,August,50
U.S. city average,1974,July,49.4
U.S. city average,1974,June,49
U.S. city average,1974,May,48.6
U.S. city average,1974,April,48
U.S. city average,1974,March,47.8
U.S. city average,1974,February,47.2
U.S. city average,1974,January,46.6
Northeast,1983,December,101.7
Northeast,1983,October,101.2
Northeast,1983,August,100.2
Northeast,1983,June,99.5
Northeast,1983,April,98.9
Northeast,1983,February,98.2
Northeast,1982,December,97.7
Northeast,1982,October,97.8
Northeast,1982,August,96.6
Northeast,1982,June,96.3
Northeast,1982,April,93.5
Northeast,1982,February,93.7
Northeast,1981,December,94
Northeast,1981,October,93.5
Northeast,1981,August,92.5
Northeast,1981,June,90.6
Northeast,1981,April,89.2
Northeast,1981,February,88.1
Northeast,1980,December,86.2
Northeast,1980,October,84.7
Northeast,1980,August,83.6
Northeast,1980,June,82
Northeast,1980,April,80.5
Northeast,1980,February,78.6
Northeast,1979,December,76.6
Northeast,1979,October,75.4
Northeast,1979,August,73.8
Northeast,1979,June,72.5
Northeast,1979,April,71.1
Northeast,1979,February,69.9
Northeast,1978,December,68.5
Northeast,1978,October,67.8
Northeast,1978,August,66.9
Northeast,1978,June,66.2
Northeast,1978,April,65.1
Northeast,1978,February,64.1
Northeast,1977,December,63.5
Northeast,1977,September,62.9
Northeast,1977,June,62.4
Northeast,1977,March,61.3
Northeast,1976,December,60.1
Northeast,1976,September,59.6
Northeast,1976,June,58.9
Northeast,1976,March,58.1
Northeast,1975,December,57.6
Northeast,1975,September,56.6
Northeast,1975,June,55.5
Northeast,1975,March,54.7
Northeast,1974,December,54.1
Northeast,1974,September,52.9
Northeast,1974,June,51.3
Northeast,1974,March,50.2
Midwest,1983,December,101.5
Midwest,1983,October,101.2
Midwest,1983,August,100.6
Midwest,1983,June,99.9
Midwest,1983,April,99.1
Midwest,1983,February,98.2
Midwest,1982,December,98.2
Midwest,1982,October,98.6
Midwest,1982,August,98.6
Midwest,1982,June,96.9
Midwest,1982,April,94.7
Midwest,1982,February,93.5
Midwest,1981,December,92.4
Midwest,1981,October,92.1
Midwest,1981,August,91.8
Midwest,1981,June,90.3
Midwest,1981,April,88.3
Midwest,1981,February,87.5
Midwest,1980,December,86.3
Midwest,1980,October,85
Midwest,1980,August,82.9
Midwest,1980,June,82.8
Midwest,1980,April,80.7
Midwest,1980,February,78.7
Midwest,1979,December,76.9
Midwest,1979,October,75.4
Midwest,1979,August,73.9
Midwest,1979,June,72.3
Midwest,1979,April,70.7
Midwest,1979,February,69.1
Midwest,1978,December,67.6
Midwest,1978,October,66.6
Midwest,1978,August,65.4
Midwest,1978,June,64.7
Midwest,1978,April,63.4
Midwest,1978,February,62.3
Midwest,1977,December,61.5
Midwest,1977,September,60.7
Midwest,1977,June,60
Midwest,1977,March,58.8
Midwest,1976,December,57.3
Midwest,1976,September,56.8
Midwest,1976,June,56
Midwest,1976,March,55
Midwest,1975,December,54.6
Midwest,1975,September,53.8
Midwest,1975,June,52.9
Midwest,1975,March,51.9
Midwest,1974,December,51.1
Midwest,1974,September,49.8
Midwest,1974,June,48.5
Midwest,1974,March,47.2
South,1983,December,101.3
South,1983,October,101.2
South,1983,August,100.2
South,1983,June,99.6
South,1983,April,98.8
South,1983,February,98
South,1982,December,97.8
South,1982,October,98
South,1982,August,97.6
South,1982,June,97
South,1982,April,94.7
South,1982,February,95.1
South,1981,December,94.3
South,1981,October,93
South,1981,August,91.9
South,1981,June,90.4
South,1981,April,89
South,1981,February,87.8
South,1980,December,85.8
South,1980,October,84.2
South,1980,August,82.7
South,1980,June,82.2
South,1980,April,80.6
South,1980,February,78.5
South,1979,December,76.3
South,1979,October,75
South,1979,August,73.6
South,1979,June,72.2
South,1979,April,70.3
South,1979,February,68.9
South,1978,December,67.7
South,1978,October,66.8
South,1978,August,65.9
South,1978,June,64.9
South,1978,April,63.5
South,1978,February,62.4
South,1977,December,61.6
South,1977,September,61
South,1977,June,60.1
South,1977,March,58.9
South,1976,December,57.5
South,1976,September,57
South,1976,June,56.2
South,1976,March,55.3
South,1975,December,55
South,1975,September,54.2
South,1975,June,53.2
South,1975,March,52.2
South,1974,December,51.3
South,1974,September,50.1
South,1974,June,48.1
South,1974,March,46.7
West,1983,December,100.7
West,1983,October,100.5
West,1983,August,99.9
West,1983,June,99.1
West,1983,April,97.7
West,1983,February,97.1
West,1982,December,96.6
West,1982,October,98.3
West,1982,August,98.4
West,1982,June,98.1
West,1982,April,97.1
West,1982,February,96.6
West,1981,December,95.4
West,1981,October,95.6
West,1981,August,93.2
West,1981,June,91.1
West,1981,April,89.8
West,1981,February,88.2
West,1980,December,86.9
West,1980,October,85.3
West,1980,August,83.9
West,1980,June,83.8
West,1980,April,82.1
West,1980,February,80.1
West,1979,December,77.4
West,1979,October,75.4
West,1979,August,73.9
West,1979,June,72.2
West,1979,April,70.4
West,1979,February,68.7
West,1978,December,67.1
West,1978,October,67
West,1978,August,65.9
West,1978,June,65.1
West,1978,April,63.8
West,1978,February,62.6
West,1977,December,61.9
West,1977,September,60.8
West,1977,June,59.9
West,1977,March,58.6
West,1976,December,57.3
West,1976,September,56.6
West,1976,June,55.6
West,1976,March,54.7
West,1975,December,54.4
West,1975,September,53.5
West,1975,June,52.5
West,1975,March,51.5
West,1974,December,50.4
West,1974,September,48.9
West,1974,June,47.4
West,1974,March,46
